timestamp,process_type,occupancy,machines_active,external_temp,solar_available,energy_used_kwh,idle_energy_kwh,equipment_age,phantom_load,forecast,machine_efficiency,waste_reason,ai_recommendations
2025-05-02 11:00:00,Finishing,51.01391227808436,17,21.631883608004806,High,108.80000000000001,26.64843172072211,4,0,Cloudy,0.8,Normal,No action needed.
2025-05-02 12:00:00,Dyeing,64.6459231635281,11,20.552335437474095,Low,178.74999999999997,31.59770617259676,7,0,Clear,0.6499999999999999,Normal,No action needed.
2025-05-02 13:00:00,Spinning,63.52361844104643,18,25.730825042565687,Low,125.99999999999999,22.98012038214075,6,0,Clear,0.7,Normal,No action needed.
2025-05-02 14:00:00,Weaving,20.169244269371724,12,35.39987106197222,High,135.0,53.88576011817409,5,0,Cloudy,0.75,Normal,No action needed.
2025-05-02 15:00:00,Spinning,68.52051733668004,18,30.81270243220213,Low,144.0,22.66522751759037,4,0,Rain,0.8,Normal,No action needed.
2025-05-02 16:00:00,Dyeing,57.856110496777475,7,28.779428414112722,High,131.25,27.656927486489778,5,0,Clear,0.75,Normal,No action needed.
2025-05-02 17:00:00,Weaving,50.27565428493752,16,28.179058888285397,High,228.0,56.68575411517123,1,0,Clear,0.95,Normal,No action needed.
2025-05-02 18:00:00,Spinning,65.42123497484526,19,28.713457973557823,Low,161.5,27.922352757812448,3,0,Clear,0.85,Normal,No action needed.
2025-05-02 19:00:00,Dyeing,100.0,13,26.837593334328034,High,308.75,0.0,1,0,Rain,0.95,Normal,No action needed.
2025-05-02 20:00:00,Spinning,49.01494185271396,18,28.67703298475946,High,108.0,27.531931399534464,10,1,Cloudy,0.5,Phantom Load,Turn off machines during breaks.
2025-05-02 21:00:00,Spinning,81.93592508882807,14,32.51719831428473,Low,133.0,12.012609815929329,1,0,Cloudy,0.95,Normal,No action needed.
2025-05-02 22:00:00,Dyeing,66.88136262804045,8,31.50948355751758,High,190.0,31.46270550336157,1,0,Clear,0.95,Normal,No action needed.
2025-05-02 23:00:00,Finishing,78.52465085770068,7,36.40853687542536,Low,50.4,5.41178798385943,2,0,Cloudy,0.9,Normal,No action needed.
2025-05-03 00:00:00,Weaving,36.88968179821032,14,20.465438714716516,None,115.50000000000001,36.44620876153355,9,0,Cloudy,0.55,Normal,No action needed.
2025-05-03 01:00:00,Weaving,91.40221244077708,15,37.549440270541055,Low,202.5,8.70525990371321,5,1,Clear,0.75,Phantom Load,Turn off machines during breaks.
2025-05-03 02:00:00,Weaving,97.40847795631035,7,28.25235353822853,High,68.24999999999999,0.8843568974090941,7,0,Cloudy,0.6499999999999999,Normal,No action needed.
2025-05-03 03:00:00,Weaving,93.76034064737829,16,28.579880547500366,Low,132.0,4.118175172730334,9,0,Clear,0.55,Normal,No action needed.
2025-05-03 04:00:00,Weaving,10.868137084532108,17,37.91046456992401,High,154.275,68.75409075641905,9,0,Clear,0.55,Low Occupancy,Schedule maintenance for old machines.
2025-05-03 05:00:00,Finishing,58.46935877296907,19,39.012142938751126,Low,114.0,23.67246549940763,5,0,Cloudy,0.75,Normal,No action needed.
2025-05-03 06:00:00,Weaving,53.14822263538708,9,29.88840609405163,High,67.5,15.812474860556861,10,0,Cloudy,0.5,Normal,No action needed.
2025-05-03 07:00:00,Weaving,64.98629083243911,6,39.3730388794827,Low,45.0,7.878084562701201,10,0,Clear,0.5,Normal,No action needed.
2025-05-03 08:00:00,Spinning,51.3339318619488,6,37.837938175535534,High,45.0,10.94986533106152,5,0,Clear,0.75,Normal,No action needed.
2025-05-03 09:00:00,Finishing,64.07645455054934,10,36.25599134515005,None,44.0,7.9031799988791445,9,0,Clear,0.55,Normal,No action needed.
2025-05-03 10:00:00,Dyeing,13.20806872713203,11,28.484440184939526,None,196.62499999999997,85.32731743263831,7,0,Clear,0.6499999999999999,Low Occupancy,No action needed.
2025-05-03 11:00:00,Weaving,52.969264027591,18,21.126065513636746,High,148.5,34.92032145951368,9,0,Cloudy,0.55,Normal,No action needed.
2025-05-03 12:00:00,Spinning,49.01483636917859,13,37.3719825637892,High,91.0,23.198249452023745,6,0,Rain,0.7,Normal,No action needed.
2025-05-03 13:00:00,Weaving,10.816132758429035,19,37.82286227396142,Low,235.12500000000003,104.84678392587189,5,0,Cloudy,0.75,Low Occupancy,Optimize scheduling during low occupancy hours.
2025-05-03 14:00:00,Spinning,50.56244951764261,19,29.090821295355465,Low,133.0,32.87597107076766,6,0,Cloudy,0.7,Normal,No action needed.
2025-05-03 15:00:00,Finishing,48.876377083960236,14,39.008229681531176,None,67.2,17.17753729978936,8,0,Clear,0.6,Normal,No action needed.
2025-05-03 16:00:00,Spinning,17.52208551380386,6,25.31875849928478,High,63.36,26.12900330922694,4,1,Cloudy,0.8,Phantom Load,Turn off machines during breaks.
2025-05-03 17:00:00,Weaving,49.48489956638478,5,28.224134417443725,Low,63.75,16.101688263214854,3,0,Rain,0.85,Normal,No action needed.
2025-05-03 18:00:00,Dyeing,33.59533585958715,12,37.533229718515855,Low,225.0,74.70524715796445,5,0,Clear,0.75,Normal,No action needed.
2025-05-03 19:00:00,Finishing,96.62917531708707,19,23.008337822070565,Low,100.32000000000001,1.690805660949121,9,1,Cloudy,0.55,Phantom Load,Turn off machines during breaks.
2025-05-03 20:00:00,Finishing,10.954707973685338,5,20.273439296539944,High,41.800000000000004,18.610466033499765,1,0,Cloudy,0.95,Low Occupancy,No action needed.
2025-05-03 21:00:00,Finishing,41.97412362670664,11,35.379748303610214,None,44.0,12.765692802124537,10,0,Clear,0.5,Normal,No action needed.
2025-05-03 22:00:00,Spinning,43.02958601224173,8,24.572856110069253,Low,72.0,20.50934903559298,2,0,Clear,0.9,Normal,No action needed.
2025-05-03 23:00:00,Dyeing,41.275099434440875,6,29.52421393578028,None,135.0,39.63930788175241,2,0,Clear,0.9,Normal,No action needed.
2025-05-04 00:00:00,Weaving,55.02071703041853,19,20.57565352626678,Low,213.75,48.071608673740194,5,0,Cloudy,0.75,Normal,No action needed.
2025-05-04 01:00:00,Finishing,79.43141901908712,16,39.60925450184756,Low,115.2,11.847502645005823,2,0,Clear,0.9,Normal,No action needed.
2025-05-04 02:00:00,Finishing,64.00268838346845,12,38.209425568065456,High,48.0,8.639354787967571,10,0,Rain,0.5,Normal,No action needed.
2025-05-04 03:00:00,Spinning,16.5826834373918,12,36.84182830037419,Low,105.60000000000001,44.044343145057134,4,0,Rain,0.8,Low Occupancy,No action needed.
2025-05-04 04:00:00,Weaving,82.45355369596042,15,21.51726656217328,High,146.24999999999997,12.830838859828937,7,0,Clear,0.6499999999999999,Normal,No action needed.
2025-05-04 05:00:00,Dyeing,31.176084790080026,8,23.637601687982897,High,170.0,58.50032792843198,3,0,Clear,0.85,Normal,No action needed.
2025-05-04 06:00:00,Finishing,32.686704270326885,9,23.37870126144329,High,50.4,16.962950523877627,6,0,Clear,0.7,Normal,No action needed.
2025-05-04 07:00:00,Weaving,70.08213719381068,14,37.88434525791851,High,105.0,15.706877973249394,10,0,Clear,0.5,Normal,No action needed.
2025-05-04 08:00:00,Dyeing,46.005489840148286,18,23.139553654323876,High,427.5,115.41326546668304,1,0,Cloudy,0.95,Normal,No action needed.
2025-05-04 09:00:00,Dyeing,64.27959821468444,17,39.72513991733631,Low,255.0,45.54351227627734,8,0,Cloudy,0.6,Normal,Schedule maintenance for old machines.
2025-05-04 10:00:00,Weaving,92.89935427002567,18,22.954781838124532,High,229.5,8.147990975145545,3,0,Clear,0.85,Normal,No action needed.
2025-05-04 11:00:00,Weaving,55.01927920887243,17,37.344299621494464,High,216.75,48.747856157384504,3,0,Clear,0.85,Normal,No action needed.
2025-05-04 12:00:00,Weaving,47.06854231514947,16,24.664328230996023,High,132.0,34.93476207200135,9,0,Cloudy,0.55,Normal,No action needed.
2025-05-04 13:00:00,Weaving,38.3690399277121,19,31.683989694283383,Low,171.0,52.69447086180615,8,0,Clear,0.6,Normal,Schedule maintenance for old machines.
2025-05-04 14:00:00,Weaving,74.22908530389654,6,24.88706310929309,High,62.99999999999999,8.11783812927259,6,0,Clear,0.7,Normal,No action needed.
2025-05-04 15:00:00,Spinning,54.21244105734617,10,27.30713639348115,High,60.0,13.736267682796148,8,0,Clear,0.6,Normal,No action needed.
2025-05-04 16:00:00,Weaving,65.40913651559677,19,37.93220525948041,Low,228.0,39.433584372219684,4,0,Rain,0.8,Normal,No action needed.
2025-05-04 17:00:00,Weaving,58.99523781101726,10,33.372864398488616,None,90.0,18.45214298504223,8,0,Cloudy,0.6,Normal,No action needed.
2025-05-04 18:00:00,Spinning,72.81164013898302,16,22.29673649478407,Low,112.0,15.225481522169506,6,0,Clear,0.7,Normal,No action needed.
2025-05-04 19:00:00,Weaving,43.70431744019405,15,31.877661951157975,High,135.0,37.99958572786902,8,0,Clear,0.6,Normal,No action needed.
2025-05-04 20:00:00,Finishing,80.1258561842888,5,22.77649546884041,High,22.0,2.186155819728232,9,0,Clear,0.55,Normal,No action needed.
2025-05-04 21:00:00,Weaving,48.462162609537025,18,22.133985002268723,None,243.0,62.61847242941252,2,0,Cloudy,0.9,Normal,No action needed.
2025-05-04 22:00:00,Finishing,69.76088158757499,17,22.79544753252579,Low,115.6,17.47821044238166,3,0,Cloudy,0.85,Normal,No action needed.
2025-05-04 23:00:00,Dyeing,91.60268190150404,14,38.157322609250315,High,175.0,7.34765333618396,10,0,Cloudy,0.5,Normal,Schedule maintenance for old machines.
2025-05-05 00:00:00,Weaving,46.47173959031923,10,30.79562123829266,High,142.5,38.13888554189755,1,0,Cloudy,0.95,Normal,No action needed.
2025-05-05 01:00:00,Weaving,15.393401847482224,18,21.33238224781634,High,193.04999999999998,81.66651886671778,7,0,Rain,0.6499999999999999,Low Occupancy,No action needed.
2025-05-05 02:00:00,Dyeing,42.50386572510597,19,37.572582307468764,High,308.74999999999994,88.75965728686765,7,0,Rain,0.6499999999999999,Normal,No action needed.
2025-05-05 03:00:00,Dyeing,51.99254253664894,17,24.969782796289316,Low,340.0,81.61267768769679,4,0,Cloudy,0.8,Normal,No action needed.
2025-05-05 04:00:00,Finishing,80.75079888515799,19,27.576431311138315,High,121.60000000000001,11.703514277823942,4,0,Cloudy,0.8,Normal,No action needed.
2025-05-05 05:00:00,Spinning,49.79967202290506,19,28.179103541709864,Low,161.5,40.53676484150417,3,0,Clear,0.85,Normal,No action needed.
2025-05-05 06:00:00,Spinning,38.83229194305896,14,26.850485143570868,High,90.99999999999999,27.831307165908168,7,0,Rain,0.6499999999999999,Normal,No action needed.
2025-05-05 07:00:00,Spinning,49.741712500571694,17,22.782323882861238,High,161.5,40.58356715578836,1,0,Cloudy,0.95,Normal,No action needed.
2025-05-05 08:00:00,Finishing,95.64327237072158,12,20.46045209575275,Low,91.19999999999999,1.9866677989509607,1,0,Cloudy,0.95,Normal,No action needed.
2025-05-05 09:00:00,Weaving,71.80549238123577,17,22.084939321036188,None,165.74999999999997,23.366198189050852,7,0,Clear,0.6499999999999999,Normal,No action needed.
2025-05-05 10:00:00,Spinning,68.37678827736974,5,37.39792724124257,Low,30.0,4.743481758394539,8,0,Clear,0.6,Normal,No action needed.
2025-05-05 11:00:00,Dyeing,52.214236165450146,14,36.05706897196023,High,192.50000000000003,45.99379769075424,9,0,Clear,0.55,Normal,Schedule maintenance for old machines.
2025-05-05 12:00:00,Finishing,58.690452924850796,15,34.75002496219497,High,102.0,21.06786900832609,3,0,Clear,0.85,Normal,No action needed.
2025-05-05 13:00:00,Spinning,76.14834722165602,9,38.296918021362,High,62.99999999999999,7.513270625178353,6,0,Clear,0.7,Normal,No action needed.
2025-05-05 14:00:00,Weaving,59.25928172561764,8,28.292482474540474,High,72.0,14.66665857877765,8,0,Clear,0.6,Normal,No action needed.
2025-05-05 15:00:00,Spinning,68.58896490767339,11,28.535778106734988,Low,104.5,16.412265835740655,1,0,Clear,0.95,Normal,No action needed.
2025-05-05 16:00:00,Weaving,87.77164538080577,16,29.621758967751717,High,204.0,12.472921711578122,3,0,Clear,0.85,Normal,No action needed.
2025-05-05 17:00:00,Finishing,6.812972859012547,11,35.06492441494902,High,82.28,38.33714296580224,3,0,Clear,0.85,Low Occupancy,No action needed.
2025-05-05 18:00:00,Spinning,69.70631993120907,17,28.159689907296894,Low,144.5,21.887183849701447,3,0,Cloudy,0.85,Normal,No action needed.
2025-05-05 19:00:00,Spinning,44.54665715453058,10,26.78542491792382,Low,85.0,23.567670709324503,3,0,Clear,0.85,Normal,No action needed.
2025-05-05 20:00:00,Spinning,76.2772781624721,12,36.13700297925172,None,96.0,11.386906482013394,4,0,Clear,0.8,Normal,No action needed.
2025-05-05 21:00:00,Spinning,41.191724508641954,6,20.26003847021472,High,38.99999999999999,11.467613720814818,7,0,Clear,0.6499999999999999,Normal,No action needed.
2025-05-05 22:00:00,Finishing,87.34740509443988,5,36.34887123476882,High,20.0,1.2652594905560122,10,0,Clear,0.5,Normal,No action needed.
2025-05-05 23:00:00,Spinning,79.16507652305143,8,32.48297815698268,High,44.0,4.583683164928686,9,0,Clear,0.55,Normal,No action needed.
2025-05-06 00:00:00,Finishing,49.10161826382101,14,31.31553239933121,None,72.79999999999998,18.527010951969146,7,0,Clear,0.6499999999999999,Normal,No action needed.
2025-05-06 01:00:00,Spinning,67.98272228704141,18,34.83373888457331,Low,99.00000000000001,15.848552467914505,9,0,Clear,0.55,Normal,No action needed.
2025-05-06 02:00:00,Finishing,60.36867866130786,17,33.824437152193084,Low,114.23999999999998,22.637410748660944,6,1,Clear,0.7,Phantom Load,Turn off machines during breaks.
2025-05-06 03:00:00,Weaving,66.95163410723342,10,21.3435079983142,High,105.0,17.350392093702457,6,0,Clear,0.7,Normal,No action needed.
2025-05-06 04:00:00,Spinning,65.12059468627751,16,32.66196126714895,High,96.0,16.742114550586795,10,1,Clear,0.5,Phantom Load,Turn off machines during breaks.
2025-05-06 05:00:00,Weaving,79.65381967891028,14,28.440721191013747,High,147.0,14.954442536000947,6,0,Clear,0.7,Normal,No action needed.
2025-05-06 06:00:00,Dyeing,47.76964394016103,12,28.74386792714487,None,194.99999999999997,50.92459715834298,7,0,Rain,0.6499999999999999,Normal,No action needed.
2025-05-06 07:00:00,Weaving,31.866778063035554,12,38.73659478649516,Low,171.0,58.2539047561046,1,0,Clear,0.95,Normal,No action needed.
2025-05-06 08:00:00,Spinning,64.71999513354662,15,31.936856978337786,High,75.0,13.23000182492002,10,0,Clear,0.5,Normal,No action needed.
2025-05-06 09:00:00,Weaving,64.65352715827589,5,29.90982632412397,Low,37.5,6.62746365782327,10,0,Clear,0.5,Normal,No action needed.
2025-05-06 10:00:00,Spinning,79.71445433647128,5,22.736372618379228,None,32.49999999999999,3.296401170323417,7,0,Clear,0.6499999999999999,Normal,No action needed.
2025-05-06 11:00:00,Finishing,48.110709037235566,7,34.644497728191226,None,36.39999999999999,9.443850955223125,7,0,Cloudy,0.6499999999999999,Normal,No action needed.
2025-05-06 12:00:00,Finishing,65.34100770696907,15,39.75336015993294,None,60.0,10.397697687909279,10,0,Rain,0.5,Normal,No action needed.
2025-05-06 13:00:00,Weaving,74.689056149006,10,38.30976595176084,High,112.5,14.237405916184121,5,0,Clear,0.75,Normal,No action needed.
2025-05-06 14:00:00,Spinning,87.13713548437778,19,37.24085301978627,None,171.0,10.997749160856998,2,0,Cloudy,0.9,Normal,No action needed.
2025-05-06 15:00:00,Dyeing,52.81125451950196,12,24.600176745754062,High,270.0,63.70480639867235,2,0,Clear,0.9,Normal,No action needed.
2025-05-06 16:00:00,Weaving,88.88346157097936,12,30.789825847506744,Low,99.00000000000001,5.5026865223652175,9,0,Clear,0.55,Normal,No action needed.
2025-05-06 17:00:00,Weaving,21.909758562696574,16,24.659189495072674,High,144.0,56.224973834858474,10,1,Clear,0.5,Phantom Load,Turn off machines during breaks.
2025-05-06 18:00:00,Spinning,72.81807698818473,15,39.95868221066675,High,142.5,19.367120145918378,1,0,Clear,0.95,Normal,No action needed.
2025-05-06 19:00:00,Dyeing,56.56173257856484,12,25.433739421380082,High,165.0,35.83657062268401,9,0,Clear,0.55,Normal,Schedule maintenance for old machines.
2025-05-06 20:00:00,Dyeing,59.82271954687245,12,25.744779833081637,High,225.0,45.19944050976849,5,0,Clear,0.75,Normal,No action needed.
2025-05-06 21:00:00,Finishing,57.306544918348045,13,22.189351973582305,High,83.2,17.760477313967215,4,0,Rain,0.8,Normal,No action needed.
2025-05-06 22:00:00,Dyeing,56.6855389370677,12,37.68397956263006,Low,270.0,58.474522434958615,2,0,Rain,0.9,Normal,No action needed.
2025-05-06 23:00:00,Spinning,43.48830313965078,8,36.75651470566491,High,68.0,19.213976932518737,3,0,Clear,0.85,Normal,No action needed.
2025-05-07 00:00:00,Spinning,47.53718947150471,7,36.52411391587932,None,58.8,15.424066295377614,6,1,Cloudy,0.7,Phantom Load,Turn off machines during breaks.
2025-05-07 01:00:00,Finishing,48.890457616794905,14,30.500630017205363,High,95.2,24.328142174405627,3,0,Cloudy,0.85,Normal,No action needed.
2025-05-07 02:00:00,Spinning,48.95553911438057,12,34.95743208184457,High,96.0,24.501341225097324,4,0,Clear,0.8,Normal,No action needed.
2025-05-07 03:00:00,Finishing,72.65863635511022,7,25.4591874971263,High,57.12,7.808693456980522,3,1,Cloudy,0.85,Phantom Load,Turn off machines during breaks.
2025-05-07 04:00:00,Finishing,73.1708854534566,15,25.627819211550538,High,84.0,11.268228109548227,6,0,Cloudy,0.7,Normal,No action needed.
2025-05-07 05:00:00,Weaving,100.0,10,39.242439451840994,High,135.0,0.0,5,1,Clear,0.75,Phantom Load,Turn off machines during breaks.
2025-05-07 06:00:00,Finishing,78.14989536834511,7,26.95618415804386,Low,53.199999999999996,5.8121278320202,1,0,Cloudy,0.95,Normal,No action needed.
2025-05-07 07:00:00,Dyeing,60.717890995354,5,23.14681319405052,High,82.5,16.203869964416477,9,1,Clear,0.55,Phantom Load,Turn off machines during breaks.
2025-05-07 08:00:00,Dyeing,63.89705642403694,17,37.436870554904644,High,276.24999999999994,49.86719081429897,7,0,Cloudy,0.6499999999999999,Normal,No action needed.
2025-05-07 09:00:00,Spinning,56.82651112578728,11,23.215197920966165,None,71.49999999999999,15.434522272531044,7,0,Clear,0.6499999999999999,Normal,No action needed.
2025-05-07 10:00:00,Weaving,40.176393807799,6,32.68011406199223,Low,76.5,22.88252936851688,3,0,Clear,0.85,Normal,No action needed.
2025-05-07 11:00:00,Spinning,63.088145539233835,13,39.25984007717989,High,97.5,17.99452904962351,5,0,Rain,0.75,Normal,No action needed.
2025-05-07 12:00:00,Dyeing,56.27255211273817,5,35.41968585064271,Low,87.5,19.13075845067705,6,0,Cloudy,0.7,Normal,No action needed.
2025-05-07 13:00:00,Spinning,51.90668353385907,6,39.80296745501294,Low,48.0,11.542395951873822,4,0,Clear,0.8,Normal,No action needed.
2025-05-07 14:00:00,Weaving,82.7320954340912,15,33.665907532130106,High,243.0,20.98050404757919,2,1,Clear,0.9,Phantom Load,Turn off machines during breaks.
2025-05-07 15:00:00,Weaving,50.8606535284515,11,30.54048192423724,None,132.0,32.43196867122201,4,0,Cloudy,0.8,Normal,No action needed.
2025-05-07 16:00:00,Spinning,68.61680488667497,9,32.77051895328171,High,49.50000000000001,7.767340790547947,9,0,Clear,0.55,Normal,No action needed.
2025-05-07 17:00:00,Weaving,64.86615328256731,10,24.599092117821723,High,142.5,25.032865786170795,1,0,Clear,0.95,Normal,No action needed.
2025-05-07 18:00:00,Finishing,70.11003621222983,18,24.074024985525483,High,86.39999999999999,12.912464356316711,8,0,Cloudy,0.6,Normal,No action needed.
2025-05-07 19:00:00,Dyeing,59.421502316502604,7,35.93595655728055,High,126.0,25.56445354060336,8,1,Cloudy,0.6,Phantom Load,Turn off machines during breaks.
2025-05-07 20:00:00,Dyeing,39.38564994396954,5,32.146128965253425,High,68.75,20.83618283176047,9,0,Clear,0.55,Normal,No action needed.
2025-05-07 21:00:00,Spinning,59.0046698070183,10,26.518509279041496,Low,60.0,12.298599057894508,8,0,Clear,0.6,Normal,No action needed.
2025-05-07 22:00:00,Spinning,56.539302426061646,18,39.4939970374138,Low,99.00000000000001,21.51304529909949,9,0,Cloudy,0.55,Normal,No action needed.
2025-05-07 23:00:00,Spinning,46.23680619799455,10,34.98323278202566,High,55.00000000000001,14.7848782955515,9,0,Clear,0.55,Normal,No action needed.
2025-05-08 00:00:00,Weaving,47.810088363638826,12,20.195416948383674,High,162.0,42.27382842545255,2,0,Cloudy,0.9,Normal,No action needed.
2025-05-08 01:00:00,Spinning,37.070175848008645,17,21.571569943100414,High,183.6,57.76957857152806,2,1,Clear,0.9,Phantom Load,Turn off machines during breaks.
2025-05-08 02:00:00,Dyeing,67.03782135812872,17,34.129514529738024,High,297.5,49.03124072978352,6,0,Cloudy,0.7,Normal,No action needed.
2025-05-08 03:00:00,Spinning,62.6556139652831,16,37.41938247492171,Low,128.0,23.900407062218818,4,0,Cloudy,0.8,Normal,No action needed.
2025-05-08 04:00:00,Spinning,62.29066732430928,14,35.67665106837724,High,77.0,14.518093080140927,9,0,Clear,0.55,Normal,No action needed.
2025-05-08 05:00:00,Dyeing,79.00290941997663,16,24.94206468020293,High,340.0,35.69505398603973,3,0,Rain,0.85,Normal,No action needed.
2025-05-08 06:00:00,Weaving,70.45670976071,11,20.873233154147222,High,115.49999999999999,17.06125011318997,6,0,Clear,0.7,Normal,No action needed.
2025-05-08 07:00:00,Finishing,48.52599992122842,13,29.86553693567599,High,88.39999999999999,22.75150803481704,3,0,Clear,0.85,Normal,No action needed.
2025-05-08 08:00:00,Spinning,54.852469251533094,18,39.215611029739534,High,108.0,24.379666604172126,8,0,Clear,0.6,Normal,No action needed.
2025-05-08 09:00:00,Weaving,26.62831852244821,8,30.096897637860355,Low,102.0,37.419557553551414,3,0,Clear,0.85,Normal,No action needed.
2025-05-08 10:00:00,Dyeing,81.57361666862592,6,35.85912189211263,Low,127.5,11.746819373750979,3,0,Rain,0.85,Normal,No action needed.
2025-05-08 11:00:00,Spinning,59.229830609985854,17,29.31625614040497,None,161.5,32.92191178243642,1,0,Cloudy,0.95,Normal,No action needed.
2025-05-08 12:00:00,Finishing,48.9938969230916,18,30.252304104116103,High,100.8,25.707075950761833,6,0,Clear,0.7,Normal,No action needed.
